Company Name,Sector,Industry,Market Cap,52-Week High,52-Week Low,Dividend Yield,Historical Close Prices,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl,c,d,dp,h,l,o,pc,t
Apple Inc.,Technology,Consumer Electronics,3551154667520,237.49,164.08,0.0043,"{""2013-01-01 00:00:00-05:00"": 13.844268798828125, ""2013-02-01 00:00:00-05:00"": 13.416015625, ""2013-03-01 00:00:00-05:00"": 13.532720565795898, ""2013-04-01 00:00:00-04:00"": 13.536385536193848, ""2013-05-01 00:00:00-04:00"": 13.748860359191895, ""2013-06-01 00:00:00-04:00"": 12.202701568603516, ""2013-07-01 00:00:00-04:00"": 13.92602825164795, ""2013-08-01 00:00:00-04:00"": 14.993577003479004, ""2013-09-01 00:00:00-04:00"": 14.768243789672852, ""2013-10-01 00:00:00-04:00"": 16.19162940979004, ""2013-11-01 00:00:00-04:00"": 17.22532844543457, ""2013-12-01 00:00:00-05:00"": 17.480127334594727, ""2014-01-01 00:00:00-05:00"": 15.597578048706055, ""2014-02-01 00:00:00-05:00"": 16.39646339416504, ""2014-03-01 00:00:00-05:00"": 16.823726654052734, ""2014-04-01 00:00:00-04:00"": 18.495935440063477, ""2014-05-01 00:00:00-04:00"": 19.840925216674805, ""2014-06-01 00:00:00-04:00"": 20.503650665283203, ""2014-07-01 00:00:00-04:00"": 21.092741012573242, ""2014-08-01 00:00:00-04:00"": 22.61513328552246, ""2014-09-01 00:00:00-04:00"": 22.33958625793457, ""2014-10-01 00:00:00-04:00"": 23.9471492767334, ""2014-11-01 00:00:00-04:00"": 26.370691299438477, ""2014-12-01 00:00:00-05:00"": 24.58100128173828, ""2015-01-01 00:00:00-05:00"": 26.090879440307617, ""2015-02-01 00:00:00-05:00"": 28.607316970825195, ""2015-03-01 00:00:00-05:00"": 27.819215774536133, ""2015-04-01 00:00:00-04:00"": 27.980186462402344, ""2015-05-01 00:00:00-04:00"": 29.12711524963379, ""2015-06-01 00:00:00-04:00"": 28.15992546081543, ""2015-07-01 00:00:00-04:00"": 27.232715606689453, ""2015-08-01 00:00:00-04:00"": 25.315425872802734, ""2015-09-01 00:00:00-04:00"": 24.87521743774414, ""2015-10-01 00:00:00-04:00"": 26.950037002563477, ""2015-11-01 00:00:00-04:00"": 26.679414749145508, ""2015-12-01 00:00:00-05:00"": 23.840198516845703, ""2016-01-01 00:00:00-05:00"": 22.046403884887695, ""2016-02-01 00:00:00-05:00"": 21.89919090270996, ""2016-03-01 00:00:00-05:00"": 24.818952560424805, ""2016-04-01 00:00:00-04:00"": 21.346256256103516, ""2016-05-01 00:00:00-04:00"": 22.73988151550293, ""2016-06-01 00:00:00-04:00"": 21.90235137939453, ""2016-07-01 00:00:00-04:00"": 23.874937057495117, ""2016-08-01 00:00:00-04:00"": 24.30794906616211, ""2016-09-01 00:00:00-04:00"": 26.040523529052734, ""2016-10-01 00:00:00-04:00"": 26.153392791748047, ""2016-11-01 00:00:00-04:00"": 25.457748413085938, ""2016-12-01 00:00:00-05:00"": 26.81555938720703, ""2017-01-01 00:00:00-05:00"": 28.095909118652344, ""2017-02-01 00:00:00-05:00"": 31.716999053955078, ""2017-03-01 00:00:00-05:00"": 33.40549850463867, ""2017-04-01 00:00:00-04:00"": 33.403167724609375, ""2017-05-01 00:00:00-04:00"": 35.52153396606445, ""2017-06-01 00:00:00-04:00"": 33.62743377685547, ""2017-07-01 00:00:00-04:00"": 34.7271728515625, ""2017-08-01 00:00:00-04:00"": 38.2926025390625, ""2017-09-01 00:00:00-04:00"": 36.12703323364258, ""2017-10-01 00:00:00-04:00"": 39.624385833740234, ""2017-11-01 00:00:00-04:00"": 40.2830924987793, ""2017-12-01 00:00:00-05:00"": 39.81153106689453, ""2018-01-01 00:00:00-05:00"": 39.38807678222656, ""2018-02-01 00:00:00-05:00"": 41.902915954589844, ""2018-03-01 00:00:00-05:00"": 39.63134765625, ""2018-04-01 00:00:00-04:00"": 39.036102294921875, ""2018-05-01 00:00:00-04:00"": 44.14059829711914, ""2018-06-01 00:00:00-04:00"": 43.89348220825195, ""2018-07-01 00:00:00-04:00"": 45.12175369262695, ""2018-08-01 00:00:00-04:00"": 53.975852966308594, ""2018-09-01 00:00:00-04:00"": 53.71543502807617, ""2018-10-01 00:00:00-04:00"": 52.07831954956055, ""2018-11-01 00:00:00-04:00"": 42.493587493896484, ""2018-12-01 00:00:00-05:00"": 37.665618896484375, ""2019-01-01 00:00:00-05:00"": 39.74303436279297, ""2019-02-01 00:00:00-05:00"": 41.34525680541992, ""2019-03-01 00:00:00-05:00"": 45.55134201049805, ""2019-04-01 00:00:00-04:00"": 48.122066497802734, ""2019-05-01 00:00:00-04:00"": 41.98301315307617, ""2019-06-01 00:00:00-04:00"": 47.645381927490234, ""2019-07-01 00:00:00-04:00"": 51.28521728515625, ""2019-08-01 00:00:00-04:00"": 50.25008010864258, ""2019-09-01 00:00:00-04:00"": 54.12126159667969, ""2019-10-01 00:00:00-04:00"": 60.11164855957031, ""2019-11-01 00:00:00-04:00"": 64.57968139648438, ""2019-12-01 00:00:00-05:00"": 71.172119140625, ""2020-01-01 00:00:00-05:00"": 75.01612854003906, ""2020-02-01 00:00:00-05:00"": 66.25442504882812, ""2020-03-01 00:00:00-05:00"": 61.77869415283203, ""2020-04-01 00:00:00-04:00"": 71.37747955322266, ""2020-05-01 00:00:00-04:00"": 77.24219512939453, ""2020-06-01 00:00:00-04:00"": 88.86656188964844, ""2020-07-01 00:00:00-04:00"": 103.5412368774414, ""2020-08-01 00:00:00-04:00"": 125.73837280273438, ""2020-09-01 00:00:00-04:00"": 113.05034637451172, ""2020-10-01 00:00:00-04:00"": 106.26596069335938, ""2020-11-01 00:00:00-04:00"": 116.21314239501953, ""2020-12-01 00:00:00-05:00"": 129.75157165527344, ""2021-01-01 00:00:00-05:00"": 129.0377655029297, ""2021-02-01 00:00:00-05:00"": 118.57469177246094, ""2021-03-01 00:00:00-05:00"": 119.62348175048828, ""2021-04-01 00:00:00-04:00"": 128.7408905029297, ""2021-05-01 00:00:00-04:00"": 122.03260040283203, ""2021-06-01 00:00:00-04:00"": 134.35499572753906, ""2021-07-01 00:00:00-04:00"": 143.085693359375, ""2021-08-01 00:00:00-04:00"": 148.942138671875, ""2021-09-01 00:00:00-04:00"": 139.0166015625, ""2021-10-01 00:00:00-04:00"": 147.17092895507812, ""2021-11-01 00:00:00-04:00"": 162.39889526367188, ""2021-12-01 00:00:00-05:00"": 174.70816040039062, ""2022-01-01 00:00:00-05:00"": 171.963134765625, ""2022-02-01 00:00:00-05:00"": 162.45880126953125, ""2022-03-01 00:00:00-05:00"": 172.0147247314453, ""2022-04-01 00:00:00-04:00"": 155.30682373046875, ""2022-05-01 00:00:00-04:00"": 146.62774658203125, ""2022-06-01 00:00:00-04:00"": 134.88577270507812, ""2022-07-01 00:00:00-04:00"": 160.32981872558594, ""2022-08-01 00:00:00-04:00"": 155.11073303222656, ""2022-09-01 00:00:00-04:00"": 136.5353240966797, ""2022-10-01 00:00:00-04:00"": 151.49298095703125, ""2022-11-01 00:00:00-04:00"": 146.24691772460938, ""2022-12-01 00:00:00-05:00"": 128.57786560058594, ""2023-01-01 00:00:00-05:00"": 142.7884521484375, ""2023-02-01 00:00:00-05:00"": 145.87599182128906, ""2023-03-01 00:00:00-05:00"": 163.43310546875, ""2023-04-01 00:00:00-04:00"": 168.17059326171875, ""2023-05-01 00:00:00-04:00"": 175.6732635498047, ""2023-06-01 00:00:00-04:00"": 192.51043701171875, ""2023-07-01 00:00:00-04:00"": 194.97178649902344, ""2023-08-01 00:00:00-04:00"": 186.4563446044922, ""2023-09-01 00:00:00-04:00"": 170.15118408203125, ""2023-10-01 00:00:00-04:00"": 169.71388244628906, ""2023-11-01 00:00:00-04:00"": 188.77525329589844, ""2023-12-01 00:00:00-05:00"": 191.5913848876953}",US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1980-12-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AAPL.png,3551160.243576,Apple Inc,14089961010,15115.82,AAPL,https://www.apple.com/,234.93,-0.13,-0.0553,235.69,233.8101,234.465,235.06,1732741200
