Date,Company_Name,Close_Price
2013-08-01,Boubyan Bank K.S.C.P.,315.44451904296875
2013-09-01,Boubyan Bank K.S.C.P.,305.4303283691406
2013-10-01,Boubyan Bank K.S.C.P.,305.4303283691406
2013-11-01,Boubyan Bank K.S.C.P.,280.3946533203125
2013-12-01,Boubyan Bank K.S.C.P.,280.3946533203125
2014-01-01,Boubyan Bank K.S.C.P.,280.3946533203125
2014-02-01,Boubyan Bank K.S.C.P.,275.38751220703125
2014-03-01,Boubyan Bank K.S.C.P.,273.2349548339844
2014-04-01,Boubyan Bank K.S.C.P.,294.6651611328125
2014-05-01,Boubyan Bank K.S.C.P.,289.30712890625
2014-06-01,Boubyan Bank K.S.C.P.,267.8768920898437
2014-07-01,Boubyan Bank K.S.C.P.,273.2349548339844
2014-08-01,Boubyan Bank K.S.C.P.,273.2349548339844
2014-09-01,Boubyan Bank K.S.C.P.,273.2349548339844
2014-10-01,Boubyan Bank K.S.C.P.,273.2349548339844
2014-11-01,Boubyan Bank K.S.C.P.,259.8412475585937
2014-12-01,Boubyan Bank K.S.C.P.,219.65936279296875
2015-01-01,Boubyan Bank K.S.C.P.,238.4110717773437
2015-02-01,Boubyan Bank K.S.C.P.,246.44667053222656
2015-03-01,Boubyan Bank K.S.C.P.,233.4549255371093
2015-04-01,Boubyan Bank K.S.C.P.,247.521224975586
2015-05-01,Boubyan Bank K.S.C.P.,247.521224975586
2015-06-01,Boubyan Bank K.S.C.P.,239.0835723876953
2015-07-01,Boubyan Bank K.S.C.P.,239.0835723876953
2015-08-01,Boubyan Bank K.S.C.P.,225.01890563964844
2015-09-01,Boubyan Bank K.S.C.P.,227.8324279785156
2015-10-01,Boubyan Bank K.S.C.P.,244.7086639404297
2015-11-01,Boubyan Bank K.S.C.P.,244.7086639404297
2015-12-01,Boubyan Bank K.S.C.P.,247.521224975586
2016-01-01,Boubyan Bank K.S.C.P.,225.01890563964844
2016-02-01,Boubyan Bank K.S.C.P.,225.01890563964844
2016-03-01,Boubyan Bank K.S.C.P.,239.0835723876953
2016-04-01,Boubyan Bank K.S.C.P.,245.133544921875
2016-05-01,Boubyan Bank K.S.C.P.,236.2728729248047
2016-06-01,Boubyan Bank K.S.C.P.,224.45974731445312
2016-07-01,Boubyan Bank K.S.C.P.,230.3668212890625
2016-08-01,Boubyan Bank K.S.C.P.,224.45974731445312
2016-09-01,Boubyan Bank K.S.C.P.,227.41326904296875
2016-10-01,Boubyan Bank K.S.C.P.,227.41326904296875
2016-11-01,Boubyan Bank K.S.C.P.,233.3193359375
2016-12-01,Boubyan Bank K.S.C.P.,233.3193359375
2017-01-01,Boubyan Bank K.S.C.P.,242.17999267578125
2017-02-01,Boubyan Bank K.S.C.P.,251.0406494140625
2017-03-01,Boubyan Bank K.S.C.P.,254.2891845703125
2017-04-01,Boubyan Bank K.S.C.P.,257.3943786621094
2017-05-01,Boubyan Bank K.S.C.P.,260.49493408203125
2017-06-01,Boubyan Bank K.S.C.P.,251.19119262695312
2017-07-01,Boubyan Bank K.S.C.P.,256.7734375
2017-08-01,Boubyan Bank K.S.C.P.,280.3421936035156
2017-09-01,Boubyan Bank K.S.C.P.,272.8992004394531
2017-10-01,Boubyan Bank K.S.C.P.,272.8992004394531
2017-11-01,Boubyan Bank K.S.C.P.,258.6342163085937
2017-12-01,Boubyan Bank K.S.C.P.,270.41851806640625
2018-01-01,Boubyan Bank K.S.C.P.,285.3044738769531
2018-02-01,Boubyan Bank K.S.C.P.,294.6072082519531
2018-03-01,Boubyan Bank K.S.C.P.,299.56951904296875
2018-04-01,Boubyan Bank K.S.C.P.,315.8503112792969
2018-05-01,Boubyan Bank K.S.C.P.,325.6240539550781
2018-06-01,Boubyan Bank K.S.C.P.,325.6240539550781
2018-07-01,Boubyan Bank K.S.C.P.,334.09002685546875
2018-08-01,Boubyan Bank K.S.C.P.,342.5569763183594
2018-09-01,Boubyan Bank K.S.C.P.,366.0010986328125
2018-10-01,Boubyan Bank K.S.C.P.,342.5569763183594
2018-11-01,Boubyan Bank K.S.C.P.,352.3248291015625
2018-12-01,Boubyan Bank K.S.C.P.,364.6992492675781
2019-01-01,Boubyan Bank K.S.C.P.,377.0727233886719
2019-02-01,Boubyan Bank K.S.C.P.,354.9304504394531
2019-03-01,Boubyan Bank K.S.C.P.,324.7511291503906
2019-04-01,Boubyan Bank K.S.C.P.,395.9374084472656
2019-05-01,Boubyan Bank K.S.C.P.,414.1552734375
2019-06-01,Boubyan Bank K.S.C.P.,420.705810546875
2019-07-01,Boubyan Bank K.S.C.P.,438.1746520996094
2019-08-01,Boubyan Bank K.S.C.P.,415.6112365722656
2019-09-01,Boubyan Bank K.S.C.P.,403.237060546875
2019-10-01,Boubyan Bank K.S.C.P.,409.0596923828125
2019-11-01,Boubyan Bank K.S.C.P.,422.1617736816406
2019-12-01,Boubyan Bank K.S.C.P.,466.5616760253906
2020-01-01,Boubyan Bank K.S.C.P.,470.9283752441406
2020-02-01,Boubyan Bank K.S.C.P.,463.64990234375
2020-03-01,Boubyan Bank K.S.C.P.,371.939208984375
2020-04-01,Boubyan Bank K.S.C.P.,382.1383666992188
2020-05-01,Boubyan Bank K.S.C.P.,388.2588195800781
2020-06-01,Boubyan Bank K.S.C.P.,406.6023559570313
2020-07-01,Boubyan Bank K.S.C.P.,405.83734130859375
2020-08-01,Boubyan Bank K.S.C.P.,441.7593078613281
2020-09-01,Boubyan Bank K.S.C.P.,454.751953125
2020-10-01,Boubyan Bank K.S.C.P.,457.04486083984375
2020-11-01,Boubyan Bank K.S.C.P.,449.402099609375
2020-12-01,Boubyan Bank K.S.C.P.,434.1165466308594
2021-01-01,Boubyan Bank K.S.C.P.,436.4094543457031
2021-02-01,Boubyan Bank K.S.C.P.,421.8878784179688
2021-03-01,Boubyan Bank K.S.C.P.,462.3946838378906
2021-04-01,Boubyan Bank K.S.C.P.,525.639892578125
2021-05-01,Boubyan Bank K.S.C.P.,538.4805297851562
2021-06-01,Boubyan Bank K.S.C.P.,587.4331665039062
2021-07-01,Boubyan Bank K.S.C.P.,642.0035400390625
2021-08-01,Boubyan Bank K.S.C.P.,628.3609619140625
2021-09-01,Boubyan Bank K.S.C.P.,616.3232421875
2021-10-01,Boubyan Bank K.S.C.P.,629.9658813476562
2021-11-01,Boubyan Bank K.S.C.P.,608.2985229492188
2021-12-01,Boubyan Bank K.S.C.P.,633.977783203125
2022-01-01,Boubyan Bank K.S.C.P.,646.8184204101562
2022-02-01,Boubyan Bank K.S.C.P.,660.4609985351562
2022-03-01,Boubyan Bank K.S.C.P.,753.5513305664062
2022-04-01,Boubyan Bank K.S.C.P.,826.6193237304688
2022-05-01,Boubyan Bank K.S.C.P.,722.660400390625
2022-06-01,Boubyan Bank K.S.C.P.,687.9511108398438
2022-07-01,Boubyan Bank K.S.C.P.,736.9000854492188
2022-08-01,Boubyan Bank K.S.C.P.,743.1298828125
2022-09-01,Boubyan Bank K.S.C.P.,680.831298828125
2022-10-01,Boubyan Bank K.S.C.P.,733.340087890625
2022-11-01,Boubyan Bank K.S.C.P.,751.138671875
2022-12-01,Boubyan Bank K.S.C.P.,710.20068359375
2023-01-01,Boubyan Bank K.S.C.P.,697.740966796875
2023-02-01,Boubyan Bank K.S.C.P.,680.831298828125
2023-03-01,Boubyan Bank K.S.C.P.,572.2538452148438
2023-04-01,Boubyan Bank K.S.C.P.,623.5696411132812
2023-05-01,Boubyan Bank K.S.C.P.,566.0293579101562
2023-06-01,Boubyan Bank K.S.C.P.,603.7648315429688
2023-07-01,Boubyan Bank K.S.C.P.,584.8970947265625
2023-08-01,Boubyan Bank K.S.C.P.,575.4631958007812
2023-09-01,Boubyan Bank K.S.C.P.,569.8032836914062
2023-10-01,Boubyan Bank K.S.C.P.,552.822509765625
2023-11-01,Boubyan Bank K.S.C.P.,549.9925537109375
2023-12-01,Boubyan Bank K.S.C.P.,566.0293579101562
2018-06-01,PT Bank Syariah Indonesia Tbk,563.9874877929688
2018-07-01,PT Bank Syariah Indonesia Tbk,526.072265625
2018-08-01,PT Bank Syariah Indonesia Tbk,606.6419067382812
2018-09-01,PT Bank Syariah Indonesia Tbk,563.9874877929688
2018-10-01,PT Bank Syariah Indonesia Tbk,507.11474609375
2018-11-01,PT Bank Syariah Indonesia Tbk,511.8541259765625
2018-12-01,PT Bank Syariah Indonesia Tbk,497.6359252929688
2019-01-01,PT Bank Syariah Indonesia Tbk,530.811767578125
2019-02-01,PT Bank Syariah Indonesia Tbk,511.8541259765625
2019-03-01,PT Bank Syariah Indonesia Tbk,502.3753967285156
2019-04-01,PT Bank Syariah Indonesia Tbk,526.072265625
2019-05-01,PT Bank Syariah Indonesia Tbk,488.1571960449219
2019-06-01,PT Bank Syariah Indonesia Tbk,479.6620788574219
2019-07-01,PT Bank Syariah Indonesia Tbk,479.6620788574219
2019-08-01,PT Bank Syariah Indonesia Tbk,412.2244567871094
2019-09-01,PT Bank Syariah Indonesia Tbk,383.7296752929688
2019-10-01,PT Bank Syariah Indonesia Tbk,366.6328125
2019-11-01,PT Bank Syariah Indonesia Tbk,300.14501953125
2019-12-01,PT Bank Syariah Indonesia Tbk,313.44256591796875
2020-01-01,PT Bank Syariah Indonesia Tbk,294.4460144042969
2020-02-01,PT Bank Syariah Indonesia Tbk,208.96170043945312
2020-03-01,PT Bank Syariah Indonesia Tbk,186.1658630371093
2020-04-01,PT Bank Syariah Indonesia Tbk,186.1658630371093
2020-05-01,PT Bank Syariah Indonesia Tbk,284.9477844238281
2020-06-01,PT Bank Syariah Indonesia Tbk,292.5463562011719
2020-07-01,PT Bank Syariah Indonesia Tbk,512.9059448242188
2020-08-01,PT Bank Syariah Indonesia Tbk,916.58203125
2020-09-01,PT Bank Syariah Indonesia Tbk,712.3694458007812
2020-10-01,PT Bank Syariah Indonesia Tbk,1173.0350341796875
2020-11-01,PT Bank Syariah Indonesia Tbk,1358.2509765625
2020-12-01,PT Bank Syariah Indonesia Tbk,2137.108154296875
2021-01-01,PT Bank Syariah Indonesia Tbk,2317.575439453125
2021-02-01,PT Bank Syariah Indonesia Tbk,2792.48828125
2021-03-01,PT Bank Syariah Indonesia Tbk,2175.101318359375
2021-04-01,PT Bank Syariah Indonesia Tbk,2165.60302734375
2021-05-01,PT Bank Syariah Indonesia Tbk,1809.41845703125
2021-06-01,PT Bank Syariah Indonesia Tbk,2184.599609375
2021-07-01,PT Bank Syariah Indonesia Tbk,2498.042236328125
2021-08-01,PT Bank Syariah Indonesia Tbk,2108.613525390625
2021-09-01,PT Bank Syariah Indonesia Tbk,1937.6448974609373
2021-10-01,PT Bank Syariah Indonesia Tbk,2004.132568359375
2021-11-01,PT Bank Syariah Indonesia Tbk,1856.90966796875
2021-12-01,PT Bank Syariah Indonesia Tbk,1690.690185546875
2022-01-01,PT Bank Syariah Indonesia Tbk,1467.4810791015625
2022-02-01,PT Bank Syariah Indonesia Tbk,1581.4600830078125
2022-03-01,PT Bank Syariah Indonesia Tbk,1524.470703125
2022-04-01,PT Bank Syariah Indonesia Tbk,1500.7249755859375
2022-05-01,PT Bank Syariah Indonesia Tbk,1367.749267578125
2022-06-01,PT Bank Syariah Indonesia Tbk,1272.7666015625
2022-07-01,PT Bank Syariah Indonesia Tbk,1572.7939453125
2022-08-01,PT Bank Syariah Indonesia Tbk,1462.16943359375
2022-09-01,PT Bank Syariah Indonesia Tbk,1414.0716552734375
2022-10-01,PT Bank Syariah Indonesia Tbk,1346.7349853515625
2022-11-01,PT Bank Syariah Indonesia Tbk,1284.2078857421875
2022-12-01,PT Bank Syariah Indonesia Tbk,1272.33544921875
2023-01-01,PT Bank Syariah Indonesia Tbk,1316.7193603515625
2023-02-01,PT Bank Syariah Indonesia Tbk,1499.18603515625
2023-03-01,PT Bank Syariah Indonesia Tbk,1656.9951171875
2023-04-01,PT Bank Syariah Indonesia Tbk,1706.3104248046875
2023-05-01,PT Bank Syariah Indonesia Tbk,1706.3104248046875
2023-06-01,PT Bank Syariah Indonesia Tbk,1675.75244140625
2023-07-01,PT Bank Syariah Indonesia Tbk,1641.047607421875
2023-08-01,PT Bank Syariah Indonesia Tbk,1695.5838623046875
2023-09-01,PT Bank Syariah Indonesia Tbk,1611.3004150390625
2023-10-01,PT Bank Syariah Indonesia Tbk,1487.354248046875
2023-11-01,PT Bank Syariah Indonesia Tbk,1641.047607421875
2023-12-01,PT Bank Syariah Indonesia Tbk,1725.3309326171875
2013-01-01,Al Rajhi Banking and Investment Corporation,16.50486946105957
2013-02-01,Al Rajhi Banking and Investment Corporation,16.32611656188965
2013-03-01,Al Rajhi Banking and Investment Corporation,15.670681953430176
2013-04-01,Al Rajhi Banking and Investment Corporation,16.206945419311523
2013-05-01,Al Rajhi Banking and Investment Corporation,16.75945281982422
2013-06-01,Al Rajhi Banking and Investment Corporation,17.6803035736084
2013-07-01,Al Rajhi Banking and Investment Corporation,18.78532600402832
2013-08-01,Al Rajhi Banking and Investment Corporation,19.10219383239746
2013-09-01,Al Rajhi Banking and Investment Corporation,19.35271453857422
2013-10-01,Al Rajhi Banking and Investment Corporation,18.28800201416016
2013-11-01,Al Rajhi Banking and Investment Corporation,18.726417541503903
2013-12-01,Al Rajhi Banking and Investment Corporation,18.28800201416016
2014-01-01,Al Rajhi Banking and Investment Corporation,17.974849700927734
2014-02-01,Al Rajhi Banking and Investment Corporation,17.912221908569336
2014-03-01,Al Rajhi Banking and Investment Corporation,18.726417541503903
2014-04-01,Al Rajhi Banking and Investment Corporation,17.504587173461914
2014-05-01,Al Rajhi Banking and Investment Corporation,18.367691040039062
2014-06-01,Al Rajhi Banking and Investment Corporation,18.57406234741211
2014-07-01,Al Rajhi Banking and Investment Corporation,18.84923553466797
2014-08-01,Al Rajhi Banking and Investment Corporation,21.718732833862305
2014-09-01,Al Rajhi Banking and Investment Corporation,19.903018951416016
2014-10-01,Al Rajhi Banking and Investment Corporation,18.296804428100582
2014-11-01,Al Rajhi Banking and Investment Corporation,16.481096267700195
2014-12-01,Al Rajhi Banking and Investment Corporation,14.31620979309082
2015-01-01,Al Rajhi Banking and Investment Corporation,15.852579116821287
2015-02-01,Al Rajhi Banking and Investment Corporation,17.5174503326416
2015-03-01,Al Rajhi Banking and Investment Corporation,16.06208610534668
2015-04-01,Al Rajhi Banking and Investment Corporation,17.708744049072266
2015-05-01,Al Rajhi Banking and Investment Corporation,18.83391571044922
2015-06-01,Al Rajhi Banking and Investment Corporation,17.21683692932129
2015-07-01,Al Rajhi Banking and Investment Corporation,18.43813133239746
2015-08-01,Al Rajhi Banking and Investment Corporation,15.284318923950195
2015-09-01,Al Rajhi Banking and Investment Corporation,15.668993949890137
2015-10-01,Al Rajhi Banking and Investment Corporation,14.69448947906494
2015-11-01,Al Rajhi Banking and Investment Corporation,14.324064254760742
2015-12-01,Al Rajhi Banking and Investment Corporation,14.842656135559082
2016-01-01,Al Rajhi Banking and Investment Corporation,14.136001586914062
2016-02-01,Al Rajhi Banking and Investment Corporation,15.375499725341797
2016-03-01,Al Rajhi Banking and Investment Corporation,14.78282070159912
2016-04-01,Al Rajhi Banking and Investment Corporation,17.523088455200195
2016-05-01,Al Rajhi Banking and Investment Corporation,16.94236946105957
2016-06-01,Al Rajhi Banking and Investment Corporation,16.913331985473633
2016-07-01,Al Rajhi Banking and Investment Corporation,16.550386428833008
2016-08-01,Al Rajhi Banking and Investment Corporation,16.617341995239258
2016-09-01,Al Rajhi Banking and Investment Corporation,15.146780967712402
2016-10-01,Al Rajhi Banking and Investment Corporation,16.690872192382812
2016-11-01,Al Rajhi Banking and Investment Corporation,18.67613410949707
2016-12-01,Al Rajhi Banking and Investment Corporation,18.5290756225586
2017-01-01,Al Rajhi Banking and Investment Corporation,19.5584659576416
2017-02-01,Al Rajhi Banking and Investment Corporation,18.89671516418457
2017-03-01,Al Rajhi Banking and Investment Corporation,18.74966049194336
2017-04-01,Al Rajhi Banking and Investment Corporation,19.038599014282227
2017-05-01,Al Rajhi Banking and Investment Corporation,18.737592697143555
2017-06-01,Al Rajhi Banking and Investment Corporation,20.85968399047852
2017-07-01,Al Rajhi Banking and Investment Corporation,18.66234588623047
2017-08-01,Al Rajhi Banking and Investment Corporation,20.51681900024414
2017-09-01,Al Rajhi Banking and Investment Corporation,20.3627872467041
2017-10-01,Al Rajhi Banking and Investment Corporation,19.80828094482422
2017-11-01,Al Rajhi Banking and Investment Corporation,19.715864181518555
2017-12-01,Al Rajhi Banking and Investment Corporation,19.90070152282715
2018-01-01,Al Rajhi Banking and Investment Corporation,22.9196891784668
2018-02-01,Al Rajhi Banking and Investment Corporation,22.519210815429688
2018-03-01,Al Rajhi Banking and Investment Corporation,23.227752685546875
2018-04-01,Al Rajhi Banking and Investment Corporation,26.78196144104004
2018-05-01,Al Rajhi Banking and Investment Corporation,27.227792739868164
2018-06-01,Al Rajhi Banking and Investment Corporation,27.482561111450195
2018-07-01,Al Rajhi Banking and Investment Corporation,28.15131568908692
2018-08-01,Al Rajhi Banking and Investment Corporation,29.33008575439453
2018-09-01,Al Rajhi Banking and Investment Corporation,30.29512023925781
2018-10-01,Al Rajhi Banking and Investment Corporation,30.157251358032227
2018-11-01,Al Rajhi Banking and Investment Corporation,29.502412796020508
2018-12-01,Al Rajhi Banking and Investment Corporation,30.157251358032227
2019-01-01,Al Rajhi Banking and Investment Corporation,34.8790283203125
2019-02-01,Al Rajhi Banking and Investment Corporation,34.603294372558594
2019-03-01,Al Rajhi Banking and Investment Corporation,36.74015426635742
2019-04-01,Al Rajhi Banking and Investment Corporation,39.767826080322266
2019-05-01,Al Rajhi Banking and Investment Corporation,37.66120529174805
2019-06-01,Al Rajhi Banking and Investment Corporation,38.15386199951172
2019-07-01,Al Rajhi Banking and Investment Corporation,37.66120529174805
2019-08-01,Al Rajhi Banking and Investment Corporation,33.831520080566406
2019-09-01,Al Rajhi Banking and Investment Corporation,35.397274017333984
2019-10-01,Al Rajhi Banking and Investment Corporation,33.775596618652344
2019-11-01,Al Rajhi Banking and Investment Corporation,34.78215026855469
2019-12-01,Al Rajhi Banking and Investment Corporation,36.57158660888672
2020-01-01,Al Rajhi Banking and Investment Corporation,37.13079452514648
2020-02-01,Al Rajhi Banking and Investment Corporation,35.117671966552734
2020-03-01,Al Rajhi Banking and Investment Corporation,30.08488845825196
2020-04-01,Al Rajhi Banking and Investment Corporation,32.88296890258789
2020-05-01,Al Rajhi Banking and Investment Corporation,33.17041015625
2020-06-01,Al Rajhi Banking and Investment Corporation,32.53804397583008
2020-07-01,Al Rajhi Banking and Investment Corporation,33.860260009765625
2020-08-01,Al Rajhi Banking and Investment Corporation,37.30952453613281
2020-09-01,Al Rajhi Banking and Investment Corporation,37.76942443847656
2020-10-01,Al Rajhi Banking and Investment Corporation,37.82691192626953
2020-11-01,Al Rajhi Banking and Investment Corporation,43.00080490112305
2020-12-01,Al Rajhi Banking and Investment Corporation,42.31095123291016
2021-01-01,Al Rajhi Banking and Investment Corporation,41.56361389160156
2021-02-01,Al Rajhi Banking and Investment Corporation,51.39400863647461
2021-03-01,Al Rajhi Banking and Investment Corporation,56.79785537719727
2021-04-01,Al Rajhi Banking and Investment Corporation,57.46083068847656
2021-05-01,Al Rajhi Banking and Investment Corporation,59.95912551879883
2021-06-01,Al Rajhi Banking and Investment Corporation,64.49092864990234
2021-07-01,Al Rajhi Banking and Investment Corporation,64.49092864990234
2021-08-01,Al Rajhi Banking and Investment Corporation,71.1924057006836
2021-09-01,Al Rajhi Banking and Investment Corporation,72.13379669189453
2021-10-01,Al Rajhi Banking and Investment Corporation,81.78301239013672
2021-11-01,Al Rajhi Banking and Investment Corporation,77.78211975097656
2021-12-01,Al Rajhi Banking and Investment Corporation,83.43045043945312
2022-01-01,Al Rajhi Banking and Investment Corporation,87.19599914550781
2022-02-01,Al Rajhi Banking and Investment Corporation,94.37406158447266
2022-03-01,Al Rajhi Banking and Investment Corporation,94.49175262451172
2022-04-01,Al Rajhi Banking and Investment Corporation,103.9056167602539
2022-05-01,Al Rajhi Banking and Investment Corporation,93.10319519042967
2022-06-01,Al Rajhi Banking and Investment Corporation,77.66444396972656
2022-07-01,Al Rajhi Banking and Investment Corporation,83.6893310546875
2022-08-01,Al Rajhi Banking and Investment Corporation,84.91313171386719
2022-09-01,Al Rajhi Banking and Investment Corporation,76.53478240966797
2022-10-01,Al Rajhi Banking and Investment Corporation,80.86516571044922
2022-11-01,Al Rajhi Banking and Investment Corporation,75.59339904785156
2022-12-01,Al Rajhi Banking and Investment Corporation,70.79231262207031
2023-01-01,Al Rajhi Banking and Investment Corporation,77.1937484741211
2023-02-01,Al Rajhi Banking and Investment Corporation,66.17952728271484
2023-03-01,Al Rajhi Banking and Investment Corporation,69.19195556640625
2023-04-01,Al Rajhi Banking and Investment Corporation,73.53907012939453
2023-05-01,Al Rajhi Banking and Investment Corporation,67.69808197021484
2023-06-01,Al Rajhi Banking and Investment Corporation,69.90042114257812
2023-07-01,Al Rajhi Banking and Investment Corporation,71.43248748779297
2023-08-01,Al Rajhi Banking and Investment Corporation,69.13439178466797
2023-09-01,Al Rajhi Banking and Investment Corporation,66.0349349975586
2023-10-01,Al Rajhi Banking and Investment Corporation,65.25690460205078
2023-11-01,Al Rajhi Banking and Investment Corporation,74.30146026611328
2023-12-01,Al Rajhi Banking and Investment Corporation,84.12403106689453
2013-01-01,Qatar Islamic Bank (Q.P.S.C.),4.5746026039123535
2013-02-01,Qatar Islamic Bank (Q.P.S.C.),4.426035404205322
2013-03-01,Qatar Islamic Bank (Q.P.S.C.),4.616691589355469
2013-04-01,Qatar Islamic Bank (Q.P.S.C.),4.492972373962402
2013-05-01,Qatar Islamic Bank (Q.P.S.C.),4.4864606857299805
2013-06-01,Qatar Islamic Bank (Q.P.S.C.),4.434368133544922
2013-07-01,Qatar Islamic Bank (Q.P.S.C.),4.4864606857299805
2013-08-01,Qatar Islamic Bank (Q.P.S.C.),4.545064926147461
2013-09-01,Qatar Islamic Bank (Q.P.S.C.),4.473437786102295
2013-10-01,Qatar Islamic Bank (Q.P.S.C.),4.408321857452393
2013-11-01,Qatar Islamic Bank (Q.P.S.C.),4.545064926147461
2013-12-01,Qatar Islamic Bank (Q.P.S.C.),4.492972373962402
2014-01-01,Qatar Islamic Bank (Q.P.S.C.),4.877153873443604
2014-02-01,Qatar Islamic Bank (Q.P.S.C.),4.92924690246582
2014-03-01,Qatar Islamic Bank (Q.P.S.C.),5.03461503982544
2014-04-01,Qatar Islamic Bank (Q.P.S.C.),5.8976922035217285
2014-05-01,Qatar Islamic Bank (Q.P.S.C.),7.527947425842285
2014-06-01,Qatar Islamic Bank (Q.P.S.C.),5.623698711395264
2014-07-01,Qatar Islamic Bank (Q.P.S.C.),7.240255355834961
2014-08-01,Qatar Islamic Bank (Q.P.S.C.),7.959486484527588
2014-09-01,Qatar Islamic Bank (Q.P.S.C.),7.726592063903809
2014-10-01,Qatar Islamic Bank (Q.P.S.C.),7.938937187194824
2014-11-01,Qatar Islamic Bank (Q.P.S.C.),6.925165176391602
2014-12-01,Qatar Islamic Bank (Q.P.S.C.),7.00051212310791
2015-01-01,Qatar Islamic Bank (Q.P.S.C.),7.05531120300293
2015-02-01,Qatar Islamic Bank (Q.P.S.C.),7.103259563446045
2015-03-01,Qatar Islamic Bank (Q.P.S.C.),7.091997623443604
2015-04-01,Qatar Islamic Bank (Q.P.S.C.),7.170480728149414
2015-05-01,Qatar Islamic Bank (Q.P.S.C.),7.605703353881836
2015-06-01,Qatar Islamic Bank (Q.P.S.C.),7.698455333709717
2015-07-01,Qatar Islamic Bank (Q.P.S.C.),7.812613487243652
2015-08-01,Qatar Islamic Bank (Q.P.S.C.),8.062332153320312
2015-09-01,Qatar Islamic Bank (Q.P.S.C.),8.155083656311035
2015-10-01,Qatar Islamic Bank (Q.P.S.C.),8.433340072631836
